SNo,Date,StartupName,Location,IndustryVertical,SubVertical,InvestorsName,InvestmentType,AmountInUSD,Remarks
1800,26/10/2016,Wooplr,Bangalore,Consumer Internet,Fashion Discovery App,"Astarc Ventures, Anand Chandrasekaran",Seed Funding,,
1801,26/10/2016,The Kettlery,Ahmedabad,eCommerce,Online Tea Etailer,"hooting Starts Sports LLP, Franchise India Brands",Private Equity,1000000,
1802,27/10/2016,Idea Bubbles,Bangalore,Consumer Internet,Doctor Consulting platform,"1Crowd, Eureka Forbes Ltd, Shapoorji Pallonji & Co. Ltd.",Private Equity,700000,
1803,27/10/2016,FR8,Chennai,Technology,Truck Fleet Operation platform,Omnivore Partners,Private Equity,971000,
1804,27/10/2016,Ather Energy,Bangalore,Technology,Electric Vehicle Manufacturer,Hero MotoCorp,Private Equity,27000000,
1805,28/10/2016,Pikkol,Bangalore,Logistics,Relocation Service provider,"Ajay Nanavati, Afsal Salu",Seed Funding,,
1806,29/10/2016,Velmenni,New Delhi,Technology,LiFi based wireless communication provider,Kalaari Capital,Seed Funding,100000,
1807,29/10/2016,Volta Motors,Chennai,Technology,Electric Bike Manufacturer,Kalaari Capital,Seed Funding,100000,
1808,29/10/2016,Cyclops,Bangalore,Technology,Clinical and Wearable Diagnostic Product creator,Kalaari Capital,Seed Funding,100000,
1809,30/10/2016,Impact Analytics,Bangalore,Technology,Business intelligence and data science Startup,"Aarin Capital, Michael Herzig, Ashish Lakhanpal",Private Equity,750000,
1810,31/10/2016,Talent Next,Mumbai,Consumer Internet,Talent Discovery & Audition management platform,Karanpal Singh & Others,Seed Funding,1000000,
1811,2016-01-11 00:00:00,PickMyLaundry,New Delhi,Consumer Internet,On-Demand Washing & Dry Cleaning Services,"Kedar Lele, GHV Accelerator",Seed Funding,200000,
1812,2016-02-11 00:00:00,FreshDesk,Chennai,Consumer Internet,SAAS Based HelpDesk Services,"Sequoia Capital India, Accel Partners",Private Equity,55000000,
1813,2016-02-11 00:00:00,LaundryAnna,Bangalore,Consumer Internet,On-Demand Washing & Dry Cleaning Services,Undisclosed Investors,Seed Funding,150000,
1814,2016-02-11 00:00:00,LetsMD,New Delhi,Consumer Internet,Healthcare Services Comparison Platform,"Calcutta Angels Network, LetsVenture, Anupam Mittal, Currae Healthtech Fund",Seed Funding,,
1815,2016-02-11 00:00:00,Sattviko,New Delhi,Food & Beverage,Health Food Restaurant Chain,"Raman Roy, Ashish Gupta, Yogesh Andlay, Vaibhav Jain",Seed Funding,,
1816,2016-03-11 00:00:00,Zarget,Chennai,Technology,SaaS-based web optimisation and marketing platform,Sequoia India,Private Equity,6000000,
1817,2016-03-11 00:00:00,DoSelect,Bangalore,Consumer Internet,Skill Showcasing platform,"3one4 Capital, Mumbai Angels, Aarin Capital",Seed Funding,,
1818,2016-03-11 00:00:00,EasyPolicy,Noida,Consumer Internet,Online insurance Portal,"Unilazer Ventures,",Private Equity,10000000,
1819,2016-04-11 00:00:00,Browntape,Goa,Technology,cloud-based software solutions company,Gati Ltd,Private Equity,,
1820,2016-04-11 00:00:00,Connect India,Bangalore,Logistics,Last mile Delivery Network,Aavishkaar Venture Management,Private Equity,1000000,
1821,2016-04-11 00:00:00,Corseco,New Delhi,Technology,AI-based Software as a Service Solution provider,"Ameera Shah, Vivek Bhargava",Seed Funding,150000,
1822,2016-04-11 00:00:00,vImmune,Bangalore,Consumer Internet,Immunisation Management Platform,Undisclosed investor,Seed Funding,,
1823,2016-04-11 00:00:00,The Gourmet Jar,Noida,eCommerce,Gourmet Food etailer,Chandigarh Angels Network,Seed Funding,,
1824,2016-05-11 00:00:00,Medzin,New Delhi,eCommerce,Online ordering & Delivery of medicines,A M Sikander,Seed Funding,45000,
1825,2016-05-11 00:00:00,Bizongo,Mumbai,eCommerce,Packaging Material Marketplace,"IDG Ventures, Accel Partners",Private Equity,3000000,
1826,2016-07-11 00:00:00,Rivigo,Gurgaon,Technology,Technology based Logistics platform,Warburg Pincus,Private Equity,75000000,
1827,2016-07-11 00:00:00,JustRide,Mumbai,Consumer Internet,Online Car Sharing platform,"Justin Kan, Qasar Younis, Paul Bucche, Susa Ventures, Kima Ventures, Axan Venture, SCM Holdings",Private Equity,3000000,
1828,2016-09-11 00:00:00,IIM Jobs,New Delhi,Consumer Internet,Online Job Portal,India Quotient,Private Equity,2000000,
1829,2016-09-11 00:00:00,Square Yards,Gurgaon,Consumer Internet,Online Property Search Portal,ADAG Reliance Private Equity,Private Equity,12000000,
1830,2016-10-11 00:00:00,GolfLAN,New Delhi,Consumer Internet,Golf Session Online Bookings platform,"YourNest Angel Fund, iSON",Private Equity,1000000,
1831,2016-10-11 00:00:00,Yottaasys,Bangalore,Technology,Data Sciences platform,Gleevoaz Ventures,Private Equity,,
1832,2016-10-11 00:00:00,Tone Tag,Bangalore,Technology,Contactless Payment Solution,"Arun Seth, T.V. Mohandas Pai, Anand Chandrasekaran, Deepak Ghaisas",Private Equity,,
1833,2016-11-11 00:00:00,Life in Control,Gurgaon,Consumer Internet,Online Diabetes Management platform,RoundGlass Partners,Private Equity,,
1834,14/11/2016,Active.ai,Singapore,Technology,Banking & Fintech Platform,"Kalaari Capital, IDG Ventures India",Private Equity,3000000,
1835,14/11/2016,ElasticRun,Pune,Technology,Tech driven Logistic & distribution platform,"Kalaari Capital, Norwest Venture Partners",Private Equity,2000000,
1836,15/11/2016,NoBroker,Bangalore,Consumer Internet,Online Rental discovery,Vijay Shekhar Sharma,Seed Funding,,
1837,15/11/2016,Zefo,Bangalore,eCommerce,Used Furniture & Appliances Marketplace,"Sequoia India, BEENEXT, Helion Ventures",Private Equity,6000000,
1838,15/11/2016,PlaySimple,Bangalore,Technology,Mobile Gaming portal,"SAIF Partners, IDG Ventures India",Private Equity,4000000,
1839,16/11/2016,Stasis Labs,Bangalore,Technology,Cloud based  health monitoring platform,"RTP-HC, Wonder Ventures, Techstars Ventures & Others",Private Equity,5000000,
1840,17/11/2016,Scienaptic,Bangalore,Technology,Data Analytics platform,Pramod Bhasin,Seed Funding,,
1841,17/11/2016,Koovs,New Delhi,eCommerce,Fashion eTailer,Times of India Group & Existing investors,Private Equity,13500000,
1842,17/11/2016,Lawrato,New Delhi,Consumer Internet,Free Legal Advice,Indian Angel Network,Seed Funding,,
1843,17/11/2016,Trip Tap Toe,Gurgaon,Consumer Internet,Online Travel Portal,R.S Sharma,Seed Funding,,
1844,17/11/2016,Pictor Imaging,Mumbai,Consumer Internet,Product Photography Mobile App,Quarizon,Seed Funding,147000,
1845,18/11/2016,GramCover,New Delhi,Finance,Insurance Marketplace for the Rural Sector,Omnivore Capital,Seed Funding,1000000,
1846,18/11/2016,AerMed,Mumbai,eCommerce,Online Pharmacy,Hitesh Windlass,Seed Funding,,
1847,18/11/2016,WorkIndia,Mumbai,Consumer Internet,Job Board for Clue Collar Jobs,Asuka Holdings,Seed Funding,,
1848,21/11/2016,Bats on delivery,Gurgaon,Consumer Internet,"Online food, Grocery ordering & Delivery",Devdeep Singh,Seed Funding,90000,
1849,21/11/2016,numberz.in,Gurgaon,Technology,Cash Flow Management Solution for Businesses,"Kae Capital, Khosla Impact",Seed Funding,650000,
1850,22/11/2016,Housing.com,Mumbai,Consumer Internet,Real Estate Portal,Softbank Group,Private Equity,5000000,
1851,22/11/2016,Awesummly,Bangalore,Consumer Internet,Short News Mobile App,"Vivek Bhargava, Ameera Shah",Seed Funding,147000,
1852,22/11/2016,VoLT,Mumbai,Consumer Internet,Ed-Tech Platform,YMS Mobitech,Seed Funding,,
1853,22/11/2016,Vymo,Bangalore,Technology,SaaS-based predictive analytics platform,Sequoia India,Private Equity,5000000,
1854,22/11/2016,ShubhLoans,Bangalore,Technology,Consumer Finance & Credit Score platform,"Sanjai Vohra, V. Bunty Bohra",Seed Funding,,
1855,22/11/2016,Noddapp,Mumbai,Consumer Internet,App based networking platform,Undisclosed multiple investors,Seed Funding,147000,
1856,23/11/2016,Knowlarity,Bangalore,Consumer Internet,Cloud Telephony Platform,"Delta Partners, Sequoia India,  Mayfield, Blacksoil, Trifecta Capital",Private Equity,20000000,
1857,23/11/2016,Infisecure,Mumbai,Technology,Bot Protection Solutions,"IDG Ventures, Axilor Ventures",Seed Funding,600000,
1858,23/11/2016,Udaan,Bangalore,eCommerce,B2B Marketplace,"Lightspeed Venture Partners India, Lightspeed US",Private Equity,10000000,
1859,24/11/2016,FroyoFit,Indore,Consumer Internet,Fitness Discovery Platform,Dr. Pooja Gandhi,Seed Funding,,
1860,24/11/2016,Betterplace,Bangalore,Consumer Internet,Background Verification Services,Venture Highway,Seed Funding,,
1861,24/11/2016,ShareChat,Mumbai,Consumer Internet,Local Language Social Networking Platform,"Lightspeed India Partners, SAIF Partners, India Quotient, Venture Highway",Private Equity,4000000,
1862,24/11/2016,UClean,Gurgaon,Consumer Internet,Tech Enabled Laundry Service Provider,Franchise India,Private Equity,,
1863,24/11/2016,Servify,Mumbai,Consumer Internet,Personal Device Assistant App,"Blume Ventures, BEENEXT, Barkawi Holdings GmbH, TM Service Technology Holdings Gmbh, Sreevathsa Prabhakar",Private Equity,,
1864,25/11/2016,Hubilo,Ahmedabad,Consumer Internet,End-to-end Event Organizers Solutions,"Girish Mathrubootham, VC Karthic, Miten Mehta, Umasankar Nistala, Rakesh Patel, Akash Bhavsar, Jeevanandhan Rajagopal, Vikas Chadha & Others",Seed Funding,,
1865,25/11/2016,FunOnGo,Mumbai,Consumer Internet,Digital Media Content and Distribution platform,Reliance Entertainment,Private Equity,,
1866,25/11/2016,121Policy,Kolkata,Consumer Internet,Online Insurance Platform,Xelpmoc,Seed Funding,,
1867,26/11/2016,TapChief,Bangalore,Consumer Internet,Professional Expert Advice Platform,"Paytm, Aprameya Radhakrishna, Subramanya Venkat, Venk Krishnan",Seed Funding,,
1868,28/11/2016,Kloseby,Bangalore,Consumer Internet,proximity based  Rewards platform,Undisclosed Investor,Seed Funding,100000,
1869,28/11/2016,WholeSaleBox,Jaipur,eCommerce,B2B Wholesale Apparel Marketplace,"Manish Maheshwari, Contrarian Vriddhi Fund",Private Equity,2000000,
1870,29/11/2016,Crossahead,Noida,Consumer Internet,Creative Artists Discovery & Booking platform,Mohit Sharma,Seed Funding,,
1871,29/11/2016,Affordplan,New Delhi,Consumer Internet,Savings platform for Medical Expenses,"Prime Venture Partners, Kalaari Capital",Private Equity,3000000,
1872,30/11/2016,HandyTrain,Goa,Consumer Internet,Mobile App for SAAS based Training,"Silver Range Investments, Lumina Datamatics, Shun Yoshida & Others",Private Equity,1000000,
1873,30/11/2016,ShopsUp,Bangalore,eCommerce,Hyperlocal Shopping App,"Anand Sankeshwar, Yang Shu",Seed Funding,963000,
1874,30/11/2016,Indofash,Bangalore,eCommerce,Ethnic Indian Fashion Marketplace,"Shekhar Sahu, Nitesh Pant",Seed Funding,150000,
1875,30/11/2016,Entropika,Bangalore,Technology,"AI, Machine learning Solutions","Dileep Bhatt, Milind Chaudhary",Seed Funding,200000,
1876,30/11/2016,MarianaIQ,Bangalore,Technology,AI-driven B2B marketing platform,Exfinity Venture Partners,Private Equity,2000000,
1877,30/11/2016,Chai Thela,Noida,Food & Beverage,Quick Service Restaurants,Quarizon,Seed Funding,218000,
1878,30/11/2016,Interviewpad,Pune,Technology,Engineering Interview facilitation platform,Krishna Rokhale,Seed Funding,100000,
1879,30/11/2016,Math Buddy,Vadodara,Consumer Internet,Online Math Learn,Menterra Social Impact Fund,Seed Funding,440000,
1880,30/11/2016,Pulse,Bangalore,Consumer Internet,Campus Social Networking App,SAIF Partners,Private Equity,500000,
1881,30/11/2016,MonkeyBox,Bangalore,Consumer Internet,Healthy Food Delivery platform,Blume Ventures & Others,Seed Funding,,
1882,30/11/2016,Carcrew.in,Mumbai,Consumer Internet,Online Car repair Marketplace,TVS Group,Seed Funding,500000,
1883,2016-01-12 00:00:00,SidQam,Noida,Technology,Healthcare Software System,"SQue Capital, Grace Capital Ventures, Soham Vencaps",Private Equity,1200000,
1884,2016-01-12 00:00:00,India Lends,New Delhi,Consumer Internet,Online Instant personal Loan provider,"DSG Consumer Partners, American Express Ventures, Cyber Carrier VC, AdvantEdge Partners",Private Equity,4000000,
1885,2016-01-12 00:00:00,Slide App,New Delhi,Consumer Internet,Lock screen Rewards mobile app,Songhyun Investment,Private Equity,3600000,
1886,2016-02-12 00:00:00,Badiyajobs,New Delhi,Consumer Internet,Entry-Level job Seekers platform,Undisclosed,Seed Funding,100000,
1887,2016-02-12 00:00:00,Streo,Bangalore,Consumer Internet,Live Music Streaming App,"GEMs Advisory, Quarizon",Seed Funding,,
1888,2016-02-12 00:00:00,TYGR,Mumbai,Technology,Transport and logistics mobile App,Franchise India,Private Equity,3000000,
1889,2016-05-12 00:00:00,Mr Hot Foods,Indore,Consumer Internet,Online Food Ordering & Delivery Portal,IvyCamp Ventures,Seed Funding,,
1890,2016-05-12 00:00:00,UrDoorStep,Bangalore,eCommerce,Online Grocery Store,Lakshmi Vilas Bank & undisclosed HNIs,Private Equity,1400000,
1891,2016-05-12 00:00:00,ONN Bikes,Mumbai,eCommerce,"On-demand, self-drive bike rental platform",Grace Capital Ventures,Seed Funding,,
1892,2016-06-12 00:00:00,Diro Labs,New Delhi,Consumer Internet,Mobile Contacts Management app,Info Edge (India),Seed Funding,147000,
1893,2016-06-12 00:00:00,THB,Gurgaon,Technology,Clinical research and data analytics,"Ajith Sukumaran, Currae Healthtech Fund",Seed Funding,,
1894,2016-07-12 00:00:00,LookAtMe,Singapore,Consumer Internet,Mobile App based Fashion Network,Eros Labs,Seed Funding,,
1895,2016-07-12 00:00:00,Netree,New Delhi,eCommerce,Mobile-only Retailers Engagement Solution,"The Chennai Angels, LetsVenture",Seed Funding,,
1896,2016-07-12 00:00:00,BookEventz,Mumbai,Consumer Internet,"Venue, Events Booking platform",Investors from Mumbai Angels & LetsVenture,Seed Funding,,
1897,2016-07-12 00:00:00,Tailslife,Bangalore,Consumer Internet,Pet Parenting mobile app,"Mohan Kumar, V. Balakrishnan",Seed Funding,,
1898,2016-07-12 00:00:00,Revv,New Delhi,Consumer Internet,Self-Driven Car Services booking portal,Edelweiss Private Equity,Private Equity,9000000,
1899,2016-07-12 00:00:00,WealthApp,Bangalore,Consumer Internet,Online Investment Advisory platform,"Venk Krishnan, MJ Aravind, Vikram Kotak, Jayant Davar,  Ramkumar Nishtal, Arjun Sharmaa",Seed Funding,440000,
1900,2016-07-12 00:00:00,Vehico,Bangalore,Technology,Connected Transportation solutions,"Calcutta Angel Network, Appliyifi",Seed Funding,,
1901,2016-08-12 00:00:00,Zest Money,Mumbai,Consumer Internet,Online Consumer Lending platform,PayU,Private Equity,6500000,
1902,2016-08-12 00:00:00,GoMechanic,Gurgaon,Consumer Internet,Online Car servicing Booking platform,Venture Catalysts,Seed Funding,250000,
1903,2016-09-12 00:00:00,Stalk Buy Love,New Delhi,eCommerce,Fashion Apparel eTailer,Kalaari Capital,Private Equity,6000000,
1904,2016-09-12 00:00:00,Nykaa,Mumbai,eCommerce,Beauty Products etailer,Max Ventures and Industries,Private Equity,,
1905,2016-09-12 00:00:00,Wittyparot,Bangalore,Technology,Content Management & Productivity platform,Mumbai Angels,Seed Funding,450000,
1906,2016-09-12 00:00:00,NeuroEquilibrium,Jaipur,Technology,Health-Tech platform,Unicorn India Ventures,Seed Funding,250000,
1907,2016-12-12 00:00:00,Xseed Education,Bangalore,Technology,Education & learning Tech platform,Verlinvest SA,Private Equity,10000000,
1908,2016-12-12 00:00:00,Rupaiya Exchange,New Delhi,Consumer Internet,P2P Lending platform,Undisclosed Investors,Seed Funding,200000,
1909,2016-12-12 00:00:00,Doctor Insta,Gurgaon,Consumer Internet,Online Doctor Consulting platform,RoundGlass Partners,Private Equity,2000000,
1910,2016-12-12 00:00:00,UrbanPiper,Bangalore,Consumer Internet,Self-Branded Websites & Apps for Ecommerce,"Axilor, undisclosed investors",Seed Funding,,
1911,2016-12-12 00:00:00,Fresh Food Concepts,New Delhi,Food & Beverage,Cold Press Juice manufacturer & seller,"Siddhartha Gupta, Ashvin Chadha",Seed Funding,2000000,
1912,13/12/2016,Indifi,Gurgaon,Consumer Internet,Online lending platform,Omidyar Network,Private Equity,10000000,
1913,13/12/2016,GoComet,Mumbai,Logistics,Marketplace for International Freight,"India Quotient, Rajul Garg, Rajesh Yabaji, Chanakya Hridaya, Ramasubramaniam B, Vishwanathan, Nobel House, Sunstone Capital",Seed Funding,,
1914,13/12/2016,OfBusiness,Gurgaon,eCommerce,Online business-to-business (B2B) marketplace,"Zodius Technology Opportunities Fund, Matrix Partners",Private Equity,11100000,
1915,14/12/2016,Fitmein,New Delhi,Consumer Internet,Fitness Discovery & Booking platform,"FiNC, GHV",Seed Funding,,
1916,14/12/2016,Qacco,Gurgaon,Consumer Internet,Hotel Booking platform,"Lead Angels Network, Anbu Pandian, Prabhakar MR & Others",Seed Funding,150000,
1917,14/12/2016,Fitpass,New Delhi,Consumer Internet,Fitness center aggregator & Booking mobile app,Mumbai Angels,Seed Funding,1000000,
1918,14/12/2016,MoEngage,Bangalore,Technology,User analytics and engagement platform,Anand Chandrasekaran,Seed Funding,,
1919,14/12/2016,Ten3t Health,Bangalore,Technology,medical grade wearable patch maker,"V. Krishna Prasad, Bhupen Shah & Others",Seed Funding,,
1920,14/12/2016,Trading Bells,Indore,Consumer Internet,Online Share & Commodity Broking platform,Swastika Investmart Ltd,Seed Funding,297000,
1921,15/12/2016,SERV’D,Pune,Consumer Internet,Financial Services For Unorganized Workforce,Digital Financial Service Lab,Seed Funding,100000,
1922,15/12/2016,IdeaForge,Mumbai,Technology,Drone Manufacturing,"WRV Capital and IndusAge Partners, Infosys Innovation Fund",Private Equity,10000000,
1923,15/12/2016,Amagi Media Labs,Mumbai,Technology,Media Technology Solutions,"Emerald Media, Premji Invest",Private Equity,35000000,
1924,15/12/2016,Pocket Aces,Mumbai,Technology,Digital Entertainment Company,"Sequoia Capital India, North Base Media, Aarin Capital, 3one4 Capital, Axilor Ventures, Kunal Shah, Sandeep Tandon",Private Equity,3000000,
1925,16/12/2016,Pi Data Centers,Hyderabad,Technology,Cloud Data Center Solutions provider,Epsilon Venture Partners,Private Equity,23000000,
1926,16/12/2016,TripShelf,New Delhi,Consumer Internet,Holiday Packages provider,"GEMS Advisory, Quarizon",Seed Funding,123000,
1927,19/12/2016,Events High,Bangalore,Consumer Internet,Events & Activities Marketplace,Axilor Ventures,Private Equity,,
1928,19/12/2016,NoBroker,Bangalore,Consumer Internet,Rental property search portal,"KTB Network, SAIF Partners, BEENEXT, Digital Garage",Private Equity,7400000,
1929,20/12/2016,VivoCarat,Mumbai,eCommerce,Online jewellery marketplace,Undisclosed Investors,Seed Funding,50000,
1930,20/12/2016,Tiyo,Kolkata,Consumer Internet,Doctor Search Mobile App,Ajith Nair,Seed Funding,,
1931,20/12/2016,Zoomcar,Bangalore,Consumer Internet,Self-Driven Cab booking platform,Cyber Carrier CL,Private Equity,,
1932,20/12/2016,BYJU’s,Bangalore,Consumer Internet,Online Learning platform,International Financial Corporation,Private Equity,15000000,
1933,21/12/2016,Supr Daily,Mumbai,Consumer Internet,Daily Subscription based Delivery service,"Dr. Apoorv Ranjan Sharma, Anil Jain, Anuj Golecha, Krishna Jhunjhunwala, Anirudh Damani",Seed Funding,,
